"","species","survival","extinction"
"3312","Mormopterus_acetabulosus",0.58,0.42
"3313","Mormopterus_beccarii",0.99995,5e-05
"3314","Mormopterus_cobourgianus",0.99995,5e-05
"3315","Mormopterus_doriae",0.996,0.004
"3316","Mormopterus_eleryi",0.996,0.004
"3317","Mormopterus_francoismoutoui",0.99995,5e-05
"3318","Mormopterus_halli",0.996,0.004
"3319","Mormopterus_jugularis",0.99995,5e-05
"3320","Mormopterus_kalinowskii",0.99995,5e-05
"3321","Mormopterus_kitcheneri",0.99995,5e-05
"3322","Mormopterus_loriae",0.996,0.004
"3323","Mormopterus_lumsdenae",0.99995,5e-05
"3324","Mormopterus_minutus",0.95,0.05
"3325","Mormopterus_norfolkensis",0.95,0.05
"3326","Mormopterus_petersi",0.99995,5e-05
"3327","Mormopterus_phrudus",0.95,0.05
"3328","Mormopterus_planiceps",0.99995,5e-05
"3329","Mormopterus_ridei",0.99995,5e-05
"3330","Moschiola_indica",0.99995,5e-05
"3331","Moschiola_kathygre",0.99995,5e-05
"3332","Moschiola_meminna",0.99995,5e-05
"3333","Moschus_anhuiensis",0.58,0.42
"3334","Moschus_berezovskii",0.58,0.42
"3335","Moschus_chrysogaster",0.58,0.42
"3336","Moschus_cupreus",0.58,0.42
"3337","Moschus_fuscus",0.58,0.42
"3338","Moschus_leucogaster",0.58,0.42
"3339","Moschus_moschiferus",0.95,0.05
"3340","Mosia_nigrescens",0.99995,5e-05
"3341","Mungos_gambianus",0.99995,5e-05
"3342","Mungos_mungo",0.99995,5e-05
"3343","Mungotictis_decemlineata",0.58,0.42
"3344","Mungotictis_lineata",0.996,0.004
"3345","Muntiacus_atherodes",0.996,0.004
"3346","Muntiacus_crinifrons",0.95,0.05
"3347","Muntiacus_feae",0.996,0.004
"3348","Muntiacus_gongshanensis",0.996,0.004
"3349","Muntiacus_montanus",0.996,0.004
"3350","Muntiacus_muntjak",0.99995,5e-05
"3351","Muntiacus_puhoatensis",0.996,0.004
"3352","Muntiacus_putaoensis",0.996,0.004
"3353","Muntiacus_reevesi",0.99995,5e-05
"3354","Muntiacus_rooseveltorum",0.996,0.004
"3355","Muntiacus_truongsonensis",0.996,0.004
"3356","Muntiacus_vaginalis",0.99995,5e-05
"3357","Muntiacus_vuquangensis",0.03,0.97
"3358","Murexia_habbema",0.99995,5e-05
"3359","Murexia_longicaudata",0.99995,5e-05
"3360","Murexia_melanurus",0.99995,5e-05
"3361","Murexia_naso",0.99995,5e-05
"3362","Murexia_rothschildi",0.996,0.004
"3363","Murina_aenea",0.95,0.05
"3364","Murina_annamitica",0.996,0.004
"3365","Murina_aurata",0.99995,5e-05
"3366","Murina_balaensis",0.03,0.97
"3367","Murina_beelzebub",0.996,0.004
"3368","Murina_bicolor",0.99995,5e-05
"3369","Murina_chrysochaetes",0.996,0.004
"3370","Murina_cineracea",0.996,0.004
"3371","Murina_cyclotis",0.99995,5e-05
"3372","Murina_eleryi",0.996,0.004
"3373","Murina_fanjingshanensis",0.996,0.004
"3374","Murina_feae",0.996,0.004
"3375","Murina_fionae",0.996,0.004
"3376","Murina_florium",0.99995,5e-05
"3377","Murina_fusca",0.996,0.004
"3378","Murina_gracilis",0.99995,5e-05
"3379","Murina_guilleni",0.996,0.004
"3380","Murina_harpioloides",0.996,0.004
"3381","Murina_harrisoni",0.99995,5e-05
"3382","Murina_hilgendorfi",0.99995,5e-05
"3383","Murina_huttoni",0.99995,5e-05
"3384","Murina_jaintiana",0.996,0.004
"3385","Murina_kontumensis",0.996,0.004
"3386","Murina_leucogaster",0.99995,5e-05
"3387","Murina_loreliae",0.996,0.004
"3388","Murina_peninsularis",0.996,0.004
"3389","Murina_pluvialis",0.996,0.004
"3390","Murina_puta",0.99995,5e-05
"3391","Murina_recondita",0.99995,5e-05
"3392","Murina_rozendaali",0.95,0.05
"3393","Murina_ryukyuana",0.58,0.42
"3394","Murina_shuipuensis",0.996,0.004
"3395","Murina_suilla",0.99995,5e-05
"3396","Murina_tenebrosa",0.03,0.97
"3397","Murina_tiensa",0.996,0.004
"3398","Murina_tubinaris",0.996,0.004
"3399","Murina_ussuriensis",0.99995,5e-05
"3400","Murina_walstoni",0.996,0.004
"3401","Mus_baoulei",0.99995,5e-05
"3402","Mus_booduga",0.99995,5e-05
"3403","Mus_bufo",0.99995,5e-05
"3404","Mus_callewaerti",0.996,0.004
"3405","Mus_caroli",0.99995,5e-05
"3406","Mus_cervicolor",0.99995,5e-05
"3407","Mus_cookii",0.99995,5e-05
"3408","Mus_crociduroides",0.996,0.004
"3409","Mus_cypriacus",0.99995,5e-05
"3410","Mus_famulus",0.58,0.42
"3411","Mus_fernandoni",0.58,0.42
"3412","Mus_fragilicauda",0.99995,5e-05
"3413","Mus_goundae",0.996,0.004
"3414","Mus_haussa",0.99995,5e-05
"3415","Mus_imberbis",0.99995,5e-05
"3416","Mus_indutus",0.99995,5e-05
"3417","Mus_lepidoides",0.996,0.004
"3418","Mus_macedonicus",0.99995,5e-05
"3419","Mus_mahomet",0.99995,5e-05
"3420","Mus_mattheyi",0.99995,5e-05
"3421","Mus_mayori",0.95,0.05
"3422","Mus_minutoides",0.99995,5e-05
"3423","Mus_musculoides",0.99995,5e-05
"3424","Mus_musculus",0.99995,5e-05
"3425","Mus_neavei",0.996,0.004
"3426","Mus_nitidulus",0.996,0.004
"3427","Mus_orangiae",0.996,0.004
"3428","Mus_oubanguii",0.996,0.004
"3429","Mus_pahari",0.99995,5e-05
"3430","Mus_phillipsi",0.99995,5e-05
"3431","Mus_platythrix",0.99995,5e-05
"3432","Mus_saxicola",0.99995,5e-05
"3433","Mus_setulosus",0.99995,5e-05
"3434","Mus_setzeri",0.99995,5e-05
"3435","Mus_shortridgei",0.99995,5e-05
"3436","Mus_sorella",0.99995,5e-05
"3437","Mus_spicilegus",0.99995,5e-05
"3438","Mus_spretus",0.99995,5e-05
"3439","Mus_tenellus",0.99995,5e-05
"3440","Mus_terricolor",0.99995,5e-05
"3441","Mus_triton",0.99995,5e-05
"3442","Mus_vulcani",0.99995,5e-05
"3443","Muscardinus_avellanarius",0.99995,5e-05
"3444","Musonycteris_harrisoni",0.95,0.05
"3445","Musseromys_anacuao",0.996,0.004
"3446","Musseromys_beneficus",0.996,0.004
"3447","Musseromys_gulantang",0.996,0.004
"3448","Musseromys_inopinatus",0.996,0.004
"3449","Mustela_africana",0.99995,5e-05
"3450","Mustela_altaica",0.996,0.004
"3451","Mustela_erminea",0.99995,5e-05
"3452","Mustela_eversmanii",0.99995,5e-05
"3453","Mustela_felipei",0.95,0.05
"3454","Mustela_frenata",0.99995,5e-05
"3455","Mustela_itatsi",0.996,0.004
"3456","Mustela_kathiah",0.99995,5e-05
"3457","Mustela_lutreola",0.03,0.97
"3458","Mustela_lutreolina",0.99995,5e-05
"3459","Mustela_nigripes",0.58,0.42
"3460","Mustela_nivalis",0.99995,5e-05
"3461","Mustela_nudipes",0.99995,5e-05
"3462","Mustela_putorius",0.99995,5e-05
"3463","Mustela_sibirica",0.99995,5e-05
"3464","Mustela_strigidorsa",0.99995,5e-05
"3465","Mustela_subpalmata",0.99995,5e-05
"3466","Mydaus_javanensis",0.99995,5e-05
"3467","Mydaus_marchei",0.99995,5e-05
"3468","Mylomys_dybowskii",0.99995,5e-05
"3469","Mylomys_rex",0.996,0.004
"3470","Myocastor_coypus",0.99995,5e-05
"3471","Myodes_californicus",0.99995,5e-05
"3472","Myodes_centralis",0.99995,5e-05
"3473","Myodes_gapperi",0.99995,5e-05
"3474","Myodes_glareolus",0.99995,5e-05
"3475","Myodes_macrotis",0.99995,5e-05
"3476","Myodes_rutilus",0.99995,5e-05
"3477","Myoictis_leucura",0.996,0.004
"3478","Myoictis_melas",0.99995,5e-05
"3479","Myoictis_wallacei",0.99995,5e-05
"3480","Myoictis_wavicus",0.996,0.004
"3481","Myomimus_personatus",0.996,0.004
"3482","Myomimus_roachi",0.95,0.05
"3483","Myomimus_setzeri",0.996,0.004
"3484","Myomyscus_angolensis",0.99995,5e-05
"3485","Myomyscus_brockmani",0.99995,5e-05
"3486","Myomyscus_verreauxii",0.99995,5e-05
"3487","Myomyscus_yemeni",0.996,0.004
"3488","Myonycteris_angolensis",0.99995,5e-05
"3489","Myonycteris_brachycephala",0.58,0.42
"3490","Myonycteris_leptodon",0.99995,5e-05
"3491","Myonycteris_relicta",0.99995,5e-05
"3492","Myonycteris_torquata",0.99995,5e-05
"3493","Myoprocta_acouchy",0.99995,5e-05
"3494","Myoprocta_pratti",0.99995,5e-05
"3495","Myopterus_daubentonii",0.996,0.004
"3496","Myopterus_whitleyi",0.99995,5e-05
"3497","Myopus_schisticolor",0.99995,5e-05
"3498","Myosciurus_pumilio",0.99995,5e-05
"3499","Myosorex_babaulti",0.99995,5e-05
"3500","Myosorex_blarina",0.58,0.42
"3501","Myosorex_bururiensis",0.95,0.05
"3502","Myosorex_cafer",0.99995,5e-05
"3503","Myosorex_eisentrauti",0.03,0.97
"3504","Myosorex_geata",0.58,0.42
"3505","Myosorex_gnoskei",0.58,0.42
"3506","Myosorex_jejei",0.95,0.05
"3507","Myosorex_kabogoensis",0.996,0.004
"3508","Myosorex_kihaulei",0.58,0.42
"3509","Myosorex_longicaudatus",0.95,0.05
"3510","Myosorex_meesteri",0.996,0.004
"3511","Myosorex_okuensis",0.95,0.05
"3512","Myosorex_rumpii",0.58,0.42
"3513","Myosorex_schalleri",0.996,0.004
"3514","Myosorex_sclateri",0.996,0.004
"3515","Myosorex_tenuis",0.996,0.004
"3516","Myosorex_varius",0.99995,5e-05
"3517","Myosorex_zinki",0.99995,5e-05
"3518","Myospalax_armandii",0.996,0.004
"3519","Myospalax_aspalax",0.99995,5e-05
"3520","Myospalax_epsilanus",0.996,0.004
"3521","Myospalax_myospalax",0.99995,5e-05
"3522","Myospalax_psilurus",0.99995,5e-05
"3523","Myotis_abei",0.996,0.004
"3524","Myotis_adversus",0.99995,5e-05
"3525","Myotis_aelleni",0.996,0.004
"3526","Myotis_albescens",0.99995,5e-05
"3527","Myotis_alcathoe",0.996,0.004
"3528","Myotis_altarium",0.99995,5e-05
"3529","Myotis_anjouanensis",0.996,0.004
"3530","Myotis_annamiticus",0.996,0.004
"3531","Myotis_annatessae",0.996,0.004
"3532","Myotis_annectans",0.99995,5e-05
"3533","Myotis_atacamensis",0.58,0.42
"3534","Myotis_ater",0.99995,5e-05
"3535","Myotis_attenboroughi",0.996,0.004
"3536","Myotis_aurascens",0.99995,5e-05
"3537","Myotis_auriculus",0.99995,5e-05
"3538","Myotis_australis",0.996,0.004
"3539","Myotis_austroriparius",0.99995,5e-05
"3540","Myotis_badius",0.996,0.004
"3541","Myotis_bartelsi",0.996,0.004
"3542","Myotis_bechsteinii",0.996,0.004
"3543","Myotis_blythii",0.99995,5e-05
"3544","Myotis_bocagii",0.99995,5e-05
"3545","Myotis_bombinus",0.996,0.004
"3546","Myotis_borneoensis",0.996,0.004
"3547","Myotis_brandtii",0.99995,5e-05
"3548","Myotis_browni",0.996,0.004
"3549","Myotis_bucharensis",0.996,0.004
"3550","Myotis_californicus",0.99995,5e-05
"3551","Myotis_capaccinii",0.95,0.05
"3552","Myotis_caucensis",0.996,0.004
"3553","Myotis_chiloensis",0.99995,5e-05
"3554","Myotis_chinensis",0.99995,5e-05
"3555","Myotis_ciliolabrum",0.99995,5e-05
"3556","Myotis_clydejonesi",0.996,0.004
"3557","Myotis_cobanensis",0.996,0.004
"3558","Myotis_csorbai",0.996,0.004
"3559","Myotis_dasycneme",0.996,0.004
"3560","Myotis_daubentonii",0.99995,5e-05
"3561","Myotis_davidii",0.99995,5e-05
"3562","Myotis_dieteri",0.996,0.004
"3563","Myotis_diminutus",0.996,0.004
"3564","Myotis_dinellii",0.99995,5e-05
"3565","Myotis_dominicensis",0.95,0.05
"3566","Myotis_elegans",0.99995,5e-05
"3567","Myotis_emarginatus",0.99995,5e-05
"3568","Myotis_escalerai",0.99995,5e-05
"3569","Myotis_evotis",0.99995,5e-05
"3570","Myotis_federatus",0.996,0.004
"3571","Myotis_fimbriatus",0.99995,5e-05
"3572","Myotis_findleyi",0.58,0.42
"3573","Myotis_flavus",0.996,0.004
"3574","Myotis_formosus",0.99995,5e-05
"3575","Myotis_fortidens",0.99995,5e-05
"3576","Myotis_frater",0.996,0.004
"3577","Myotis_gomantongensis",0.99995,5e-05
"3578","Myotis_goudoti",0.99995,5e-05
"3579","Myotis_grisescens",0.95,0.05
"3580","Myotis_handleyi",0.996,0.004
"3581","Myotis_hasseltii",0.99995,5e-05
"3582","Myotis_hermani",0.996,0.004
"3583","Myotis_horsfieldii",0.99995,5e-05
"3584","Myotis_hosonoi",0.996,0.004
"3585","Myotis_hyrcanicus",0.996,0.004
"3586","Myotis_ikonnikovi",0.99995,5e-05
"3587","Myotis_indochinensis",0.996,0.004
"3588","Myotis_insularum",0.996,0.004
"3589","Myotis_izecksohni",0.996,0.004
"3590","Myotis_keaysi",0.99995,5e-05
"3591","Myotis_keenii",0.99995,5e-05
"3592","Myotis_laniger",0.99995,5e-05
"3593","Myotis_lavali",0.99995,5e-05
"3594","Myotis_leibii",0.58,0.42
"3595","Myotis_levis",0.99995,5e-05
"3596","Myotis_longipes",0.996,0.004
"3597","Myotis_lucifugus",0.58,0.42
"3598","Myotis_macrodactylus",0.99995,5e-05
"3599","Myotis_macropus",0.99995,5e-05
"3600","Myotis_macrotarsus",0.99995,5e-05
"3601","Myotis_martiniquensis",0.996,0.004
"3602","Myotis_melanorhinus",0.99995,5e-05
"3603","Myotis_midastactus",0.996,0.004
"3604","Myotis_moluccarum",0.99995,5e-05
"3605","Myotis_montivagus",0.99995,5e-05
"3606","Myotis_morrisi",0.996,0.004
"3607","Myotis_muricola",0.99995,5e-05
"3608","Myotis_myotis",0.99995,5e-05
"3609","Myotis_mystacinus",0.99995,5e-05
"3610","Myotis_nattereri",0.99995,5e-05
"3611","Myotis_nesopolus",0.99995,5e-05
"3612","Myotis_nigricans",0.99995,5e-05
"3613","Myotis_nipalensis",0.99995,5e-05
"3614","Myotis_nyctor",0.95,0.05
"3615","Myotis_occultus",0.99995,5e-05
"3616","Myotis_oreias",0.996,0.004
"3617","Myotis_oxygnathus",0.996,0.004
"3618","Myotis_oxyotus",0.99995,5e-05
"3619","Myotis_ozensis",0.996,0.004
"3620","Myotis_peninsularis",0.58,0.42
"3621","Myotis_pequinius",0.99995,5e-05
"3622","Myotis_petax",0.996,0.004
"3623","Myotis_peytoni",0.996,0.004
"3624","Myotis_phanluongi",0.996,0.004
"3625","Myotis_pilosatibialis",0.996,0.004
"3626","Myotis_pilosus",0.95,0.05
"3627","Myotis_planiceps",0.58,0.42
"3628","Myotis_pruinosus",0.58,0.42
"3629","Myotis_punicus",0.996,0.004
"3630","Myotis_ridleyi",0.996,0.004
"3631","Myotis_riparius",0.99995,5e-05
"3632","Myotis_rosseti",0.99995,5e-05
"3633","Myotis_ruber",0.996,0.004
"3634","Myotis_rufoniger",0.996,0.004
"3635","Myotis_rufopictus",0.996,0.004
"3636","Myotis_schaubi",0.996,0.004
"3637","Myotis_scotti",0.95,0.05
"3638","Myotis_secundus",0.99995,5e-05
"3639","Myotis_septentrionalis",0.996,0.004
"3640","Myotis_sibiricus",0.996,0.004
"3641","Myotis_sicarius",0.95,0.05
"3642","Myotis_siligorensis",0.99995,5e-05
"3643","Myotis_simus",0.996,0.004
"3644","Myotis_sodalis",0.996,0.004
"3645","Myotis_soror",0.996,0.004
"3646","Myotis_stalkeri",0.996,0.004
"3647","Myotis_thysanodes",0.99995,5e-05
"3648","Myotis_tricolor",0.99995,5e-05
"3649","Myotis_velifer",0.99995,5e-05
"3650","Myotis_vivesi",0.95,0.05
"3651","Myotis_volans",0.99995,5e-05
"3652","Myotis_weberi",0.996,0.004
"3653","Myotis_welwitschii",0.99995,5e-05
"3654","Myotis_yanbarensis",0.03,0.97
"3655","Myotis_yesoensis",0.996,0.004
"3656","Myotis_yumanensis",0.99995,5e-05
"3657","Myrmecobius_fasciatus",0.58,0.42
"3658","Myrmecophaga_tridactyla",0.95,0.05
"3659","Mysateles_garridoi",0.996,0.004
"3660","Mysateles_prehensilis",0.996,0.004
"3661","Mystacina_robusta",0.03,0.97
"3662","Mystacina_tuberculata",0.95,0.05
"3663","Mystromys_albicaudatus",0.95,0.05
"3664","Myzopoda_aurita",0.99995,5e-05
"3665","Myzopoda_schliemanni",0.99995,5e-05
"3666","Nandinia_binotata",0.99995,5e-05
"3667","Nanger_dama",0.03,0.97
"3668","Nanger_granti",0.99995,5e-05
"3669","Nanger_notatus",0.996,0.004
"3670","Nanger_petersii",0.996,0.004
"3671","Nanger_soemmerringii",0.95,0.05
"3672","Nannosciurus_melanotis",0.99995,5e-05
"3673","Nannospalax_ehrenbergi",0.996,0.004
"3674","Nannospalax_leucodon",0.996,0.004
"3675","Nannospalax_xanthodon",0.996,0.004
"3676","Nanonycteris_veldkampii",0.99995,5e-05
"3677","Napaeozapus_abietorum",0.996,0.004
"3678","Napaeozapus_insignis",0.99995,5e-05
"3679","Nasalis_larvatus",0.58,0.42
"3680","Nasua_narica",0.99995,5e-05
"3681","Nasua_nasua",0.99995,5e-05
"3682","Nasuella_meridensis",0.58,0.42
"3683","Nasuella_olivacea",0.996,0.004
"3684","Natalus_espiritosantensis",0.996,0.004
"3685","Natalus_jamaicensis",0.03,0.97
"3686","Natalus_major",0.996,0.004
"3687","Natalus_mexicanus",0.99995,5e-05
"3688","Natalus_primus",0.95,0.05
"3689","Natalus_saturatus",0.996,0.004
"3690","Natalus_stramineus",0.99995,5e-05
"3691","Natalus_tumidirostris",0.99995,5e-05
"3692","Neacomys_amoenus",0.996,0.004
"3693","Neacomys_dubosti",0.99995,5e-05
"3694","Neacomys_guianae",0.99995,5e-05
"3695","Neacomys_minutus",0.99995,5e-05
"3696","Neacomys_musseri",0.99995,5e-05
"3697","Neacomys_paracou",0.99995,5e-05
"3698","Neacomys_pictus",0.996,0.004
"3699","Neacomys_spinosus",0.99995,5e-05
"3700","Neacomys_tenuipes",0.99995,5e-05
"3701","Neacomys_vargasllosai",0.996,0.004
"3702","Neamblysomus_gunningi",0.58,0.42
"3703","Neamblysomus_julianae",0.58,0.42
"3704","Necromys_amoenus",0.99995,5e-05
"3705","Necromys_lactens",0.99995,5e-05
"3706","Necromys_lasiurus",0.99995,5e-05
"3707","Necromys_lenguarum",0.99995,5e-05
"3708","Necromys_lilloi",0.996,0.004
"3709","Necromys_obscurus",0.99995,5e-05
"3710","Necromys_punctulatus",0.996,0.004
"3711","Necromys_urichi",0.99995,5e-05
"3712","Nectogale_elegans",0.99995,5e-05
"3713","Nectomys_apicalis",0.99995,5e-05
"3714","Nectomys_magdalenae",0.996,0.004
"3715","Nectomys_palmipes",0.99995,5e-05
"3716","Nectomys_rattus",0.99995,5e-05
"3717","Nectomys_saturatus",0.996,0.004
"3718","Nectomys_squamipes",0.99995,5e-05
"3719","Nelsonia_goldmani",0.58,0.42
"3720","Nelsonia_neotomodon",0.99995,5e-05
"3721","Nemorhaedus_baileyi",0.95,0.05
"3722","Nemorhaedus_caudatus",0.95,0.05
"3723","Nemorhaedus_evansi",0.996,0.004
"3724","Nemorhaedus_goral",0.996,0.004
"3725","Nemorhaedus_griseus",0.95,0.05
"3726","Nemorhaedus_hodgsoni",0.996,0.004
"3727","Neodon_clarkei",0.99995,5e-05
"3728","Neodon_forresti",0.996,0.004
"3729","Neodon_fuscus",0.99995,5e-05
"3730","Neodon_irene",0.99995,5e-05
"3731","Neodon_leucurus",0.99995,5e-05
"3732","Neodon_linzhiensis",0.996,0.004
"3733","Neodon_medogensis",0.996,0.004
"3734","Neodon_nyalamensis",0.996,0.004
"3735","Neodon_sikimensis",0.99995,5e-05
"3736","Neofelis_diardi",0.95,0.05
"3737","Neofelis_nebulosa",0.95,0.05
"3738","Neofiber_alleni",0.99995,5e-05
"3739","Neohylomys_hainanensis",0.58,0.42
"3740","Neomicroxus_bogotensis",0.99995,5e-05
"3741","Neomicroxus_latebricola",0.58,0.42
"3742","Neomonachus_schauinslandi",0.58,0.42
"3743","Neomys_anomalus",0.99995,5e-05
"3744","Neomys_fodiens",0.99995,5e-05
"3745","Neomys_milleri",0.996,0.004
"3746","Neomys_teres",0.99995,5e-05
"3747","Neonycteris_pusilla",0.996,0.004
"3748","Neophascogale_lorentzii",0.99995,5e-05
"3749","Neophoca_cinerea",0.58,0.42
"3750","Neophocaena_asiaeorientalis",0.58,0.42
"3751","Neophocaena_phocaenoides",0.95,0.05
"3752","Neoplatymops_mattogrossensis",0.99995,5e-05
"3753","Neopteryx_frosti",0.58,0.42
"3754","Neoromicia_brunnea",0.996,0.004
"3755","Neoromicia_capensis",0.99995,5e-05
"3756","Neoromicia_flavescens",0.996,0.004
"3757","Neoromicia_grandidieri",0.996,0.004
"3758","Neoromicia_guineensis",0.99995,5e-05
"3759","Neoromicia_helios",0.996,0.004
"3760","Neoromicia_isabella",0.996,0.004
"3761","Neoromicia_malagasyensis",0.95,0.05
"3762","Neoromicia_matroka",0.99995,5e-05
"3763","Neoromicia_melckorum",0.996,0.004
"3764","Neoromicia_nana",0.99995,5e-05
"3765","Neoromicia_rendalli",0.99995,5e-05
"3766","Neoromicia_robertsi",0.996,0.004
"3767","Neoromicia_roseveari",0.58,0.42
"3768","Neoromicia_somalica",0.99995,5e-05
"3769","Neoromicia_stanleyi",0.996,0.004
"3770","Neoromicia_tenuipinnis",0.99995,5e-05
"3771","Neoromicia_zuluensis",0.99995,5e-05
"3772","Neotamias_alpinus",0.99995,5e-05
"3773","Neotamias_amoenus",0.99995,5e-05
"3774","Neotamias_bulleri",0.95,0.05
"3775","Neotamias_canipes",0.99995,5e-05
"3776","Neotamias_cinereicollis",0.99995,5e-05
"3777","Neotamias_dorsalis",0.99995,5e-05
"3778","Neotamias_durangae",0.99995,5e-05
"3779","Neotamias_merriami",0.99995,5e-05
"3780","Neotamias_minimus",0.99995,5e-05
"3781","Neotamias_obscurus",0.99995,5e-05
"3782","Neotamias_ochrogenys",0.99995,5e-05
"3783","Neotamias_palmeri",0.58,0.42
"3784","Neotamias_panamintinus",0.99995,5e-05
"3785","Neotamias_quadrimaculatus",0.99995,5e-05
"3786","Neotamias_quadrivittatus",0.99995,5e-05
"3787","Neotamias_ruficaudus",0.99995,5e-05
"3788","Neotamias_rufus",0.99995,5e-05
"3789","Neotamias_senex",0.99995,5e-05
"3790","Neotamias_siskiyou",0.99995,5e-05
"3791","Neotamias_sonomae",0.99995,5e-05
"3792","Neotamias_speciosus",0.99995,5e-05
"3793","Neotamias_townsendii",0.99995,5e-05
"3794","Neotamias_umbrinus",0.99995,5e-05
"3795","Neotetracus_sinensis",0.99995,5e-05
"3796","Neotoma_albigula",0.99995,5e-05
"3797","Neotoma_angustapalata",0.58,0.42
"3798","Neotoma_anthonyi",0.996,0.004
"3799","Neotoma_bryanti",0.99995,5e-05
"3800","Neotoma_bunkeri",0.996,0.004
"3801","Neotoma_chrysomelas",0.99995,5e-05
"3802","Neotoma_cinerea",0.99995,5e-05
"3803","Neotoma_devia",0.99995,5e-05
"3804","Neotoma_ferruginea",0.996,0.004
"3805","Neotoma_floridana",0.99995,5e-05
"3806","Neotoma_fuscipes",0.99995,5e-05
"3807","Neotoma_goldmani",0.99995,5e-05
"3808","Neotoma_insularis",0.996,0.004
"3809","Neotoma_lepida",0.99995,5e-05
"3810","Neotoma_leucodon",0.99995,5e-05
"3811","Neotoma_macrotis",0.99995,5e-05
"3812","Neotoma_magister",0.996,0.004
"3813","Neotoma_martinensis",0.996,0.004
"3814","Neotoma_melanura",0.996,0.004
"3815","Neotoma_mexicana",0.99995,5e-05
"3816","Neotoma_micropus",0.99995,5e-05
"3817","Neotoma_nelsoni",0.03,0.97
"3818","Neotoma_palatina",0.95,0.05
"3819","Neotoma_phenax",0.99995,5e-05
"3820","Neotoma_picta",0.996,0.004
"3821","Neotoma_stephensi",0.99995,5e-05
"3822","Neotomodon_alstoni",0.99995,5e-05
"3823","Neotomys_ebriosus",0.99995,5e-05
"3824","Neotragus_batesi",0.99995,5e-05
"3825","Neotragus_moschatus",0.99995,5e-05
"3826","Neotragus_pygmaeus",0.99995,5e-05
"3827","Neovison_vison",0.99995,5e-05
"3828","Nephelomys_albigularis",0.99995,5e-05
"3829","Nephelomys_auriventer",0.99995,5e-05
"3830","Nephelomys_caracolus",0.99995,5e-05
"3831","Nephelomys_childi",0.996,0.004
"3832","Nephelomys_devius",0.99995,5e-05
"3833","Nephelomys_keaysi",0.99995,5e-05
"3834","Nephelomys_levipes",0.99995,5e-05
"3835","Nephelomys_maculiventer",0.996,0.004
"3836","Nephelomys_meridensis",0.99995,5e-05
"3837","Nephelomys_moerex",0.996,0.004
"3838","Nephelomys_nimbosus",0.996,0.004
"3839","Nephelomys_pectoralis",0.996,0.004
"3840","Nephelomys_pirrensis",0.996,0.004
"3841","Nesogale_dobsoni",0.99995,5e-05
"3842","Nesogale_talazaci",0.99995,5e-05
"3843","Nesokia_bunnii",0.58,0.42
"3844","Nesokia_indica",0.99995,5e-05
"3845","Nesolagus_netscheri",0.996,0.004
"3846","Nesolagus_timminsi",0.58,0.42
"3847","Nesomys_audeberti",0.99995,5e-05
"3848","Nesomys_lambertoni",0.58,0.42
"3849","Nesomys_rufus",0.99995,5e-05
"3850","Nesoromys_ceramicus",0.58,0.42
"3851","Nesoryzomys_fernandinae",0.95,0.05
"3852","Nesoryzomys_narboroughi",0.95,0.05
"3853","Nesoryzomys_swarthi",0.95,0.05
"3854","Neurotrichus_gibbsii",0.99995,5e-05
"3855","Neusticomys_ferreirai",0.996,0.004
"3856","Neusticomys_monticolus",0.99995,5e-05
"3857","Neusticomys_mussoi",0.95,0.05
"3858","Neusticomys_oyapocki",0.996,0.004
"3859","Neusticomys_peruviensis",0.99995,5e-05
"3860","Neusticomys_venezuelae",0.95,0.05
"3861","Neusticomys_vossi",0.996,0.004
"3862","Nilgiritragus_hylocrius",0.58,0.42
"3863","Nilopegamys_plumbeus",0.03,0.97
"3864","Ningaui_ridei",0.99995,5e-05
"3865","Ningaui_timealeyi",0.99995,5e-05
"3866","Ningaui_yvonneae",0.99995,5e-05
"3867","Niumbaha_superba",0.99995,5e-05
"3868","Niviventer_andersoni",0.99995,5e-05
"3869","Niviventer_brahma",0.99995,5e-05
"3870","Niviventer_bukit",0.996,0.004
"3871","Niviventer_cameroni",0.95,0.05
"3872","Niviventer_confucianus",0.99995,5e-05
"3873","Niviventer_coninga",0.99995,5e-05
"3874","Niviventer_cremoriventer",0.99995,5e-05
"3875","Niviventer_culturatus",0.99995,5e-05
"3876","Niviventer_eha",0.99995,5e-05
"3877","Niviventer_excelsior",0.99995,5e-05
"3878","Niviventer_fraternus",0.99995,5e-05
"3879","Niviventer_fulvescens",0.99995,5e-05
"3880","Niviventer_hinpoon",0.58,0.42
"3881","Niviventer_huang",0.996,0.004
"3882","Niviventer_lepturus",0.99995,5e-05
"3883","Niviventer_ling",0.996,0.004
"3884","Niviventer_lotipes",0.996,0.004
"3885","Niviventer_niviventer",0.99995,5e-05
"3886","Niviventer_rapit",0.99995,5e-05
"3887","Niviventer_tenaster",0.99995,5e-05
"3888","Noctilio_albiventris",0.99995,5e-05
"3889","Noctilio_leporinus",0.99995,5e-05
"3890","Nomascus_annamensis",0.996,0.004
"3891","Nomascus_concolor",0.03,0.97
"3892","Nomascus_gabriellae",0.58,0.42
"3893","Nomascus_hainanus",0.03,0.97
"3894","Nomascus_leucogenys",0.03,0.97
"3895","Nomascus_nasutus",0.03,0.97
"3896","Nomascus_siki",0.58,0.42
"3897","Notamacropus_agilis",0.99995,5e-05
"3898","Notamacropus_dorsalis",0.99995,5e-05
