CatalogNumber,FullName,CommonName,Continent,Country,ProvinceStateTerritory,SeaGulf,CollectionDate,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,SampleType,PreparedDate,Preservation,StorageTemperature,AccessionNumber,image
CA000000131,Euphractus sexcinctus,Six-banded armadillo,,,,,,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Euphractus,sexcinctus,,Cell Culture,2003-05-27,,Liquid Nitrogen,2021_11_08_MFS,
CA000000132,Gyps fulvus,Griffon vulture,,,,,,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,fulvus,,Cell Culture,2003-07-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000133,Gyps fulvus,Griffon vulture,,,,,,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,fulvus,,Cell Culture,2003-07-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000134,Hoolock leuconedys,Hoolock gibbon,,,,,,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hoolock,leuconedys,,Cell Culture,2003-05-22,,Liquid Nitrogen,2021_11_08_MFS,
CA000000135,Microtus agrestis,Field vole,,,,,,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,agrestis,,Cell Culture,2003-06-02,,Liquid Nitrogen,2021_11_08_MFS,
CA000000136,Oryctolagus cuniculus,European rabbit,,,,,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,cuniculus,,Cell Culture,2000-11-20,,Liquid Nitrogen,2021_11_08_MFS,
CA000000137,Oryctolagus cuniculus,European rabbit,,,,,,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,cuniculus,,Cell Culture,2000-11-20,,Liquid Nitrogen,2021_11_08_MFS,
CA000000138,Sciurus carolinensis,Grey squirrel,,,,,,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,,Cell Culture,2003-07-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000139,Sciurus carolinensis,Grey squirrel,,,,,,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,,Cell Culture,2003-07-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000140,Sciurus carolinensis,Grey squirrel,,,,,,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,,Cell Culture,2003-07-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000141,Apalone spinifera,Spiny softshell turtle,,,,,,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Apalone,spinifera,,Cell Culture,2010-02-04,,Liquid Nitrogen,2021_11_08_MFS,
CA000000142,Oreochromis niloticus,Nile tilapia,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,niloticus,,Cell Culture,2000-09-06,,Liquid Nitrogen,2021_11_08_MFS,
CA000000143,Oreochromis niloticus,Nile tilapia,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,niloticus,,Cell Culture,2000-09-06,,Liquid Nitrogen,2021_11_08_MFS,
CA000000144,Oreochromis niloticus,Nile tilapia,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,niloticus,,Cell Culture,2000-09-06,,Liquid Nitrogen,2021_11_08_MFS,
CA000000145,Oryzias latipes,Medaka,,,,,,Animalia,Chordata,Actinopterygii,Beloniformes,Adrianichthyidae,Oryzias,latipes,,Cell Culture,2000-09-21,,Liquid Nitrogen,2021_11_08_MFS,
CA000000146,Tragulus javanicus,Mouse deer,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Tragulidae,Tragulus,javanicus,,Cell Culture,2009-03-19,,Liquid Nitrogen,2021_11_08_MFS,
CA000000147,Tragulus javanicus,Mouse deer,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Tragulidae,Tragulus,javanicus,,Cell Culture,2009-03-19,,Liquid Nitrogen,2021_11_08_MFS,
CA000000148,Trichosurus vulpecula,Brush-tailed possum,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,,Cell Culture,1997-08-18,,Liquid Nitrogen,2021_11_08_MFS,
CA000000149,Apalone spinifera,Spiny softshell turtle,,,,,,Animalia,Chordata,Reptilia,Testudines,Trionychidae,Apalone,spinifera,,Cell Culture,2010-02-04,,Liquid Nitrogen,2021_11_08_MFS,
CA000000150,Holochilus brasiliensis,Brazilian marsh rat,,,,,,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Holochilus,brasiliensis,,Cell Culture,2010-08-19,,Liquid Nitrogen,2021_11_08_MFS,
CA000000151,Holochilus brasiliensis,Brazilian marsh rat,,,,,,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Holochilus,brasiliensis,,Cell Culture,2010-08-19,,Liquid Nitrogen,2021_11_08_MFS,
CA000000152,Podocnemis unifilis,Amazon river turtle,,,,,,Animalia,Chordata,Reptilia,Testudines,Podocnemididae,Podocnemis,unifilis,,Cell Culture,2010-02-04,,Liquid Nitrogen,2021_11_08_MFS,
CA000000153,Pantherophis guttatus,Corn snake,,,,,,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,guttatus,,Cell Culture,2008-07-04,,Liquid Nitrogen,2021_11_08_MFS,
CA000000154,Equus caballus,Yunnan pony,,,,,,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,caballus,,Cell Culture,2001-08-17,,Liquid Nitrogen,2021_11_08_MFS,
CA000000155,Gorilla gorilla,Gorilla,,,,,,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,gorilla,,Cell Culture,2010-09-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000156,Iberolacerta monticola,Iberian rock lizard,,,,,,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Iberolacerta,monticola,,Cell Culture,2010-09-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000157,Gorilla gorilla,Gorilla,,,,,,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,gorilla,,Cell Culture,2010-09-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000158,Iberolacerta monticola,Iberian rock lizard,,,,,,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Iberolacerta,monticola,,Cell Culture,2010-09-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000159,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2007-11-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000160,Sarcophilus harrisii,Tasmanian devil,,,,,,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,,Cell Culture,2006-09-13,,Liquid Nitrogen,2021_11_08_MFS,
CA000000161,Sarcophilus harrisii,Tasmanian devil,,,,,,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,,Cell Culture,2006-09-13,,Liquid Nitrogen,2021_11_08_MFS,
CA000000162,Trichosurus vulpecula,Brush-tailed possum,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,,Cell Culture,2007-03-23,,Liquid Nitrogen,2021_11_08_MFS,
CA000000163,Bos grunniens,Domestic yak,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,grunniens,,Cell Culture,2008-02-14,,Liquid Nitrogen,2021_11_08_MFS,
CA000000164,Bos grunniens,Domestic yak,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,grunniens,,Cell Culture,2008-02-14,,Liquid Nitrogen,2021_11_08_MFS,
CA000000165,Bos grunniens,Domestic yak,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,grunniens,,Cell Culture,2008-02-14,,Liquid Nitrogen,2021_11_08_MFS,
CA000000166,Gerbillus nigeriae,Nigerian gerbil,,,,,,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,nigeriae,,Cell Culture,2008-02-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000167,Gerbillus nigeriae,Nigerian gerbil,,,,,,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,nigeriae,,Cell Culture,2008-02-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000168,Paroedura picta,Ocelot gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Paroedura,picta,,Cell Culture,2009-04-10,,Liquid Nitrogen,2021_11_08_MFS,
CA000000169,Graphiurus ocularis,Spectacled dormouse,,,,,,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Graphiurus,ocularis,,Cell Culture,2008-02-14,,Liquid Nitrogen,2021_11_08_MFS,
CA000000170,Camelus dromedarius,Camel,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,dromedarius,,Cell Culture,2003-03-11,,Liquid Nitrogen,2021_11_08_MFS,
CA000000171,Chionomys nivalis,Snow vole,,,,,,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Chionomys,nivalis,,Cell Culture,2007-07-17,,Liquid Nitrogen,2021_11_08_MFS,
CA000000172,Cricetomys gambianus,Gambian pouched rat,,,,,,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys,gambianus,,Cell Culture,2003-02-10,,Liquid Nitrogen,2021_11_08_MFS,
CA000000173,Cricetomys gambianus,Gambian pouched rat,,,,,,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys,gambianus,,Cell Culture,2003-02-10,,Liquid Nitrogen,2021_11_08_MFS,
CA000000174,Cricetulus migratorius,Grey dwarf hamster,,,,,,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Cricetulus,migratorius,,Cell Culture,2003-02-10,,Liquid Nitrogen,2021_11_08_MFS,
CA000000175,Cricetulus migratorius,Grey dwarf hamster,,,,,,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Cricetulus,migratorius,,Cell Culture,2003-02-10,,Liquid Nitrogen,2021_11_08_MFS,
CA000000176,Cricetulus migratorius,Grey dwarf hamster,,,,,,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Cricetulus,migratorius,,Cell Culture,2003-02-10,,Liquid Nitrogen,2021_11_08_MFS,
CA000000177,Felis catus,Domestic Cat,,,,,,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,catus,,Cell Culture,2009-04-10,,Liquid Nitrogen,2021_11_08_MFS,
CA000000178,Felis catus,Domestic Cat,,,,,,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,catus,,Cell Culture,2009-04-10,,Liquid Nitrogen,2021_11_08_MFS,
CA000000179,Galago senegalensis,Bush baby,,,,,,Animalia,Chordata,Mammalia,Primates,Galagidae,Galago,senegalensis,,Cell Culture,2007-10-15,,Liquid Nitrogen,2021_11_08_MFS,
CA000000180,Hoolock leuconedys,Hoolock gibbon,,,,,,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hoolock,leuconedys,,Cell Culture,2003-03-11,,Liquid Nitrogen,2021_11_08_MFS,
CA000000181,Hoolock leuconedys,Hoolock gibbon,,,,,,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hoolock,leuconedys,,Cell Culture,2003-03-11,,Liquid Nitrogen,2021_11_08_MFS,
CA000000182,Hoolock leuconedys,Hoolock gibbon,,,,,,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hoolock,leuconedys,,Cell Culture,2003-03-11,,Liquid Nitrogen,2021_11_08_MFS,
CA000000183,Microtus agrestis,Field vole,,,,,,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,agrestis,,Cell Culture,2005-01-10,,Liquid Nitrogen,2021_11_08_MFS,
CA000000184,Microtus agrestis,Field vole,,,,,,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,agrestis,,Cell Culture,2005-01-10,,Liquid Nitrogen,2021_11_08_MFS,
CA000000185,Microtus levis,East European vole,,,,,,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,levis,,Cell Culture,2003-12-16,,Liquid Nitrogen,2021_11_08_MFS,
CA000000186,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2007-11-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000187,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2003-02-10,,Liquid Nitrogen,2021_11_08_MFS,
CA000000188,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2003-02-10,,Liquid Nitrogen,2021_11_08_MFS,
CA000000189,Paroedura picta,Ocelot gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Paroedura,picta,,Cell Culture,2009-04-10,,Liquid Nitrogen,2021_11_08_MFS,
CA000000190,Pogona vitticeps,Central bearded dragon,,,,,,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,vitticeps,,Cell Culture,2005-04-01,,Liquid Nitrogen,2021_11_08_MFS,
CA000000191,Pogona vitticeps,Central bearded dragon,,,,,,Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,vitticeps,,Cell Culture,2005-04-01,,Liquid Nitrogen,2021_11_08_MFS,
CA000000192,Tamandua tetradactyla,Tree anteater,,,,,,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,,Cell Culture,2003-02-10,,Liquid Nitrogen,2021_11_08_MFS,
CA000000193,Chamaeleo calyptratus,Veiled chameleon,,,,,,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,calyptratus,,Cell Culture,2009-04-15,,Liquid Nitrogen,2021_11_08_MFS,
CA000000194,Coleonyx elegans,Banded gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Coleonyx,elegans,,Cell Culture,2009-04-15,,Liquid Nitrogen,2021_11_08_MFS,
CA000000195,Coleonyx elegans,Banded gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Coleonyx,elegans,,Cell Culture,2009-04-15,,Liquid Nitrogen,2021_11_08_MFS,
CA000000196,Coleonyx elegans,Banded gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Coleonyx,elegans,,Cell Culture,2009-04-15,,Liquid Nitrogen,2021_11_08_MFS,
CA000000197,Hemidactylus platyurus,Flat-tailed house gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,platyurus,,Cell Culture,2009-03-26,,Liquid Nitrogen,2021_11_08_MFS,
CA000000198,Hemidactylus platyurus,Flat-tailed house gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,platyurus,,Cell Culture,2009-03-26,,Liquid Nitrogen,2021_11_08_MFS,
CA000000199,Natrix tessellata,Dice snake,,,,,,Animalia,Chordata,Reptilia,Squamata,Colubridae,Natrix,tessellata,,Cell Culture,2009-04-15,,Liquid Nitrogen,2021_11_08_MFS,
CA000000200,Natrix tessellata,Dice snake,,,,,,Animalia,Chordata,Reptilia,Squamata,Colubridae,Natrix,tessellata,,Cell Culture,2009-04-15,,Liquid Nitrogen,2021_11_08_MFS,
CA000000201,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2004-10-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000202,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2004-10-07,,Liquid Nitrogen,2021_11_08_MFS,
CA000000203,Paroedura picta,Ocelot gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Paroedura,picta,,Cell Culture,2009-03-23,,Liquid Nitrogen,2021_11_08_MFS,
CA000000204,Paroedura picta,Ocelot gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Paroedura,picta,,Cell Culture,2009-03-23,,Liquid Nitrogen,2021_11_08_MFS,
CA000000205,Paroedura picta,Ocelot gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Paroedura,picta,,Cell Culture,2009-03-23,,Liquid Nitrogen,2021_11_08_MFS,
CA000000206,Paroedura picta,Ocelot gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Paroedura,picta,,Cell Culture,2009-04-13,,Liquid Nitrogen,2021_11_08_MFS,
CA000000207,Paroedura picta,Ocelot gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Paroedura,picta,,Cell Culture,2009-04-13,,Liquid Nitrogen,2021_11_08_MFS,
CA000000208,Paroedura picta,Ocelot gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Paroedura,picta,,Cell Culture,2009-04-13,,Liquid Nitrogen,2021_11_08_MFS,
CA000000209,Paroedura picta,Ocelot gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Paroedura,picta,,Cell Culture,2009-04-13,,Liquid Nitrogen,2021_11_08_MFS,
CA000000210,Paroedura picta,Ocelot gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Paroedura,picta,,Cell Culture,2009-04-13,,Liquid Nitrogen,2021_11_08_MFS,
CA000000211,Paroedura picta,Ocelot gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Paroedura,picta,,Cell Culture,2009-04-13,,Liquid Nitrogen,2021_11_08_MFS,
CA000000212,Paroedura picta,Ocelot gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Paroedura,picta,,Cell Culture,2009-04-13,,Liquid Nitrogen,2021_11_08_MFS,
CA000000213,Paroedura picta,Ocelot gecko,,,,,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Paroedura,picta,,Cell Culture,2009-04-13,,Liquid Nitrogen,2021_11_08_MFS,
CA000000214,Sus scrofa,Domestic pig,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,scrofa,,Cell Culture,2007-07-05,,Liquid Nitrogen,2021_11_08_MFS,
CA000000215,Dromaius novaehollandiae,Emu,,,,,,Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,novaehollandiae,,Cell Culture,1999-05-19,,Liquid Nitrogen,2021_11_08_MFS,
CA000000216,Dromaius novaehollandiae,Emu,,,,,,Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Dromaius,novaehollandiae,,Cell Culture,1999-05-19,,Liquid Nitrogen,2021_11_08_MFS,
CA000000217,Felis catus,Domestic Cat,,,,,,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,catus,,Cell Culture,1999-05-19,,Liquid Nitrogen,2021_11_08_MFS,
CA000000218,Felis catus,Domestic Cat,,,,,,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,catus,,Cell Culture,1999-05-19,,Liquid Nitrogen,2021_11_08_MFS,
CA000000219,Felis catus,Domestic Cat,,,,,,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,catus,,Cell Culture,1999-05-19,,Liquid Nitrogen,2021_11_08_MFS,
CA000000220,Felis catus,Domestic Cat,,,,,,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,catus,,Cell Culture,1999-05-19,,Liquid Nitrogen,2021_11_08_MFS,
CA000000221,Felis catus,Domestic Cat,,,,,,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,catus,,Cell Culture,1999-05-19,,Liquid Nitrogen,2021_11_08_MFS,
CA000000222,Felis catus,Domestic Cat,,,,,,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,catus,,Cell Culture,1999-05-19,,Liquid Nitrogen,2021_11_08_MFS,
CA000000223,Felis catus,Domestic Cat,,,,,,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,catus,,Cell Culture,1999-05-19,,Liquid Nitrogen,2021_11_08_MFS,
CA000000224,Felis catus,Domestic Cat,,,,,,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,catus,,Cell Culture,1999-05-19,,Liquid Nitrogen,2021_11_08_MFS,
CA000000225,Felis catus,Domestic Cat,,,,,,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,catus,,Cell Culture,1999-05-21,,Liquid Nitrogen,2021_11_08_MFS,
CA000000226,Felis catus,Domestic Cat,,,,,,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,catus,,Cell Culture,1999-05-21,,Liquid Nitrogen,2021_11_08_MFS,
CA000000227,Trichosurus vulpecula,Brush-tailed possum,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,,Cell Culture,2006-10-17,,Liquid Nitrogen,2021_11_08_MFS,
CA000000228,Ellobius lutescens,Transcaucasian mole vole,,,,,,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Ellobius,lutescens,,Cell Culture,2002-03-28,,Liquid Nitrogen,2021_11_08_MFS,
CA000000229,Macaca thibetana,Tibetan macaque,,,,,,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,thibetana,,Cell Culture,1993-06-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000230,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,1999-12-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000231,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,1999-12-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000232,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,1999-12-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000233,Perameles gunnii,Eastern barred bandicoot,,,,,,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,gunnii,,Cell Culture,1999-12-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000234,Tachyglossus aculeatus,Short-beaked echidna,,,,,,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,,Cell Culture,2006-02-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000235,Tachyglossus aculeatus,Short-beaked echidna,,,,,,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,,Cell Culture,2006-02-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000236,Danio rerio,Zebrafish,,,,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,rerio,,Cell Culture,2005-06-21,,Liquid Nitrogen,2021_11_08_MFS,
CA000000237,Danio rerio,Zebrafish,,,,,,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,rerio,,Cell Culture,2005-06-21,,Liquid Nitrogen,2021_11_08_MFS,
CA000000238,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2006-10-12,,Liquid Nitrogen,2021_11_08_MFS,
CA000000239,Peromyscus maniculatus,Deer mouse,,,,,,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,,Cell Culture,2005-06-16,,Liquid Nitrogen,2021_11_08_MFS,
CA000000240,Choloepus didactylus,Two-toed sloth,,,,,,Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,didactylus,,Cell Culture,2002-04-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000241,Choloepus didactylus,Two-toed sloth,,,,,,Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,didactylus,,Cell Culture,2002-04-08,,Liquid Nitrogen,2021_11_08_MFS,
CA000000242,Trachemys scripta elegans,,,,,,,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,scripta,elegans,Cell Culture,2011-07-02,,Liquid Nitrogen,2021_11_08_MFS,
CA000000243,Loxodonta africana,African elephant,,,,,,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,,Cell Culture,2006-10-11,,Liquid Nitrogen,2021_11_08_MFS,
CA000000244,Gallus gallus,Chicken,,,,,,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,gallus,,Cell Culture,2011-07-02,,Liquid Nitrogen,2021_11_08_MFS,
CA000000245,Astyanax altiparanae,Yellow-tail lambari,,,,,,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,altiparanae,,Cell Culture,2009-05-01,,Liquid Nitrogen,2021_11_08_MFS,
CA000000246,Scincus scincus,Sandfish skink,,,,,,Animalia,Chordata,Reptilia,Squamata,Scincidae,Scincus,scincus,,Cell Culture,2009-05-20,,Liquid Nitrogen,2021_11_08_MFS,
CA000000247,Choeropsis liberiensis,Pygmy hippopotamus,,,,,,Animalia,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Choeropsis,liberiensis,,Cell Culture,2009-04-20,,Liquid Nitrogen,2021_11_08_MFS,
CA000000248,Equus hemionus,Onager,,,,,,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,hemionus,,Cell Culture,2003-04-15,,Liquid Nitrogen,2021_11_08_MFS,
CA000000249,Graphiurus ocularis,Spectacled dormouse,,,,,,Animalia,Chordata,Mammalia,Rodentia,Gliridae,Graphiurus,ocularis,,Cell Culture,2009-04-25,,Liquid Nitrogen,2021_11_08_MFS,
CA000000250,Microgale cowani,Tenrec,,,,,,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,cowani,,Cell Culture,2003-11-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000251,Microgale cowani,Tenrec,,,,,,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,cowani,,Cell Culture,2003-11-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000252,Microgale cowani,Tenrec,,,,,,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,cowani,,Cell Culture,2003-11-09,,Liquid Nitrogen,2021_11_08_MFS,
CA000000253,Ornithorhynchus anatinus,Platypus,,,,,,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,,Cell Culture,2008-01-18,,Liquid Nitrogen,2021_11_08_MFS,
CA000000254,Scincus scincus,Sandfish skink,,,,,,Animalia,Chordata,Reptilia,Squamata,Scincidae,Scincus,scincus,,Cell Culture,2009-05-20,,Liquid Nitrogen,2021_11_08_MFS,
CA000000255,Scincus scincus,Sandfish skink,,,,,,Animalia,Chordata,Reptilia,Squamata,Scincidae,Scincus,scincus,,Cell Culture,2009-05-20,,Liquid Nitrogen,2021_11_08_MFS,
CA000000256,Trichosurus vulpecula,Brush-tailed possum,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,,Cell Culture,2006-10-17,,Liquid Nitrogen,2021_11_08_MFS,
CA000000257,Pantherophis guttatus,Corn snake,,,,,,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,guttatus,,Cell Culture,2004-07-02,,Liquid Nitrogen,2021_11_08_MFS,
CA000000258,Pantherophis guttatus,Corn snake,,,,,,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,guttatus,,Cell Culture,2004-07-02,,Liquid Nitrogen,2021_11_08_MFS,
